"393814","Oslo","location","59.91273","59.91273"
"420034","Osloß","location","52.46925","52.46925"
"390772","Oslomej","location","41.57722","41.57722"
"16766110","Oslonino","location","54.66837","54.66837"
"396893","Oslob","location","9.524722","9.524722"
"315844","Oslo Gardermoen","airport","60.19916","60.19916"
"314876","Oslo Sandefjord","airport","59.1861572265625","59.1861572265625"
